Year,Month,Coastal Tmax,Middle Tmax,Northern Tmax
2013,5,31.14596774,31.95806452,34.29516129
2013,6,29.26555556,29.60166667,32.9875
2013,7,27.65241935,28.47935484,30.86129032
2013,8,27.46129032,28.39784946,29.69354839
2013,9,28.26666667,29.72333333,31.01583333
2013,10,30.03225806,23.70430107,33.25376344
2013,11,31.16083333,6.275555556,35.75666667
2013,12,31.18145161,32.38,35.89193548
2014,1,31.41693548,32.95741935,36.47311828
2014,2,31.3875,31.04285714,37.73095238
2014,3,31.60806452,34.20483871,37.98225806
2014,4,31.93333333,33.62611111,28.88333333
2014,5,31.03655914,32.00967742,34.53655914
2014,6,29.38583333,30.71,33.18666667
2014,7,27.81935484,28.92258065,31.62580645
2014,8,27.24677419,28.82258065,30.64408602
2014,9,28.2175,29.52833333,30.48166667
2014,10,29.68387097,31.26666667,34.1344086
2014,11,31.07583333,32.08583333,36.36
2014,12,31.72419355,33.14322581,36.34516129
2015,1,31.37419355,34.08645161,35.47419355
2015,2,31.89642857,34.22142857,38.46547619
2015,3,32.06290323,34.92903226,38.54301075
2015,4,32.37,34.08133333,39.07555556
2015,5,31.64758065,33.48322581,37.23763441
2015,6,29.00416667,30.97833333,34.05333333
2015,7,28.41612903,30.14903226,31.97634409
2015,8,28.18817204,29.43790323,30.40752688
2015,9,28.56083333,31.01083333,31.57777778
2015,10,30.20887097,32.13741935,33.81505376
2015,11,31.12916667,33.03416667,36.87333333
2015,12,32.18306452,33.41935484,34.50752688
2016,1,32.1733871,34.88516129,35.63763441
2016,2,29.22183908,36.99034483,38.43103448
2016,3,32.07580645,35.32129032,38.60080645
2016,4,32.315,34.29666667,38.16666667
2016,5,31.17983871,33.00322581,36.03225806
2016,6,29.405,31.01416667,33.18166667
2016,7,28.19677419,29.94596774,31.19569892
2016,8,27.61774194,29.21032258,30.6344086
2016,9,28.79166667,30.33533333,31.34666667
2016,10,30.33225806,31.85419355,34.20967742
2016,11,32.15666667,33.84916667,37.63222222
2016,12,32.16774194,33.59935484,37.29677419
