Year,Month,Coastal Tmin,Middle Tmin,Northern Tmin
1985,5,22.67096774,21.91870968,24.525
1985,6,22.37416667,21.86888889,23.2525
1985,7,22.33548387,20.99892473,21.72903226
1985,8,22.68951613,21.61236559,22.01693548
1985,9,23.11,21.2,21.68555556
1985,10,23.41397849,21.68172043,22.02150538
1985,11,23.91083333,22.14444444,20.92666667
1985,12,17.46021505,19.71021505,18.71505376
1986,1,19.80322581,20.30967742,6.390322581
1986,2,24.61,22.84940476,23.33660714
1986,3,24.36048387,22.6639785,25.225
1986,4,25.01533333,23.386,25.7725
1986,5,24.10516129,22.51612903,24.75241935
1986,6,23.22933333,21.65055556,22.92916667
1986,7,22.5,21.31344086,22.09354839
1986,8,21.85548387,21.02365591,21.93790323
1986,9,22.646,21.45111111,21.84916667
1986,10,23.3266129,21.49139785,22.0983871
1986,11,23.77583333,21.81555556,19.63666667
1986,12,23.01483871,19.91290323,17.43306452
1987,1,24.36774194,22.19139785,20.41854839
1987,2,24.74785714,22.96964286,23.33035714
1987,3,24.64,23.16182796,24.80806452
1987,4,25.752,24.02111111,26.46
1987,5,24.91290323,23.1844086,25.78145161
1987,6,13.03066667,22.605,23.50083333
1987,7,23.58064516,22.27365591,23.08548387
1987,8,23.6083871,22.22043011,22.575
1987,9,23.518,22.17222222,22.78
1987,10,23.43096774,22.11290323,22.56612903
1987,11,24.076,23.03166667,20.80583333
1987,12,23.17419355,21.51505376,19.66935484
1988,1,23.08903226,21.14946237,20.28870968
1988,2,24.54551724,23.78103448,22.77672414
1988,3,24.44451613,23.61505376,26.55
1988,4,24.54733333,23.55222222,26.01833333
1988,5,24.3016129,23.29247312,25.35645161
1988,6,23.15133333,22.15611111,22.83166667
1988,7,22.70129032,21.57849462,22.21290323
1988,8,22.01483871,21.3483871,22.1733871
1988,9,22.52166667,21.68611111,22.2075
1988,10,23.15935484,21.98763441,22.3
1988,11,23.25466667,22.30055556,20.70583333
1988,12,23.14516129,20.52311828,18.92016129
1989,1,21.92451613,19.94354839,18.25483871
1989,2,24.08571429,22.16845238,21.42678571
1989,3,24.23483871,22.83548387,23.8766129
1989,4,24.56866667,23.07833333,25.79166667
1989,5,23.95419355,22.73010753,24.7016129
1989,6,23.41666667,21.925,22.48083333
1989,7,23.51483871,21.79086021,22.46774194
1989,8,22.61677419,21.40537634,22.23145161
1989,9,22.64933333,21.58,21.55
1989,10,23.21354839,21.78064516,21.85322581
1989,11,24.06133333,22.73777778,20.4825
1989,12,23.66129032,21.62365591,19.17419355
1990,1,23.60903226,21.91666667,20.79758065
1990,2,23.38642857,21.93511905,21.83482143
1990,3,25.47032258,24.09892473,24.19677419
1990,4,24.50933333,23.39222222,26.02583333
1990,5,24.00387097,22.78709677,24.56854839
1990,6,23.86733333,22.42722222,23.19416667
1990,7,22.75677419,21.56021505,22.49032258
1990,8,21.87935484,21.52795699,22.16532258
1990,9,23.106,21.59166667,21.93583333
1990,10,23.64903226,21.89408602,22.60564516
1990,11,24.23466667,22.54722222,22.77666667
1990,12,23.41870968,21.50107527,21.44274194
1991,1,24.07935484,21.54946237,20.67419355
1991,2,24.92142857,23.18273809,24.04642857
1991,3,24.9483871,23.38763441,25.68467742
1991,4,23.94066667,22.77277778,24.92166667
1991,5,24.25935484,22.99247312,23.57580645
1991,6,24.444,22.81,23.6825
1991,7,23.33741935,21.88817204,22.61048387
1991,8,22.72129032,21.55,22.30967742
1991,9,23.31133333,21.92722222,22.45
1991,10,22.81870968,21.46666667,21.85564516
1991,11,23.628,22.01111111,20.4625
1991,12,23.72903226,21.13709677,19.03306452
1992,1,22.28322581,20.26075269,19.475
1992,2,24.82344828,23.05804598,22.54568966
1992,3,25.14967742,23.84247312,25.44677419
1992,4,25.20533333,23.34222222,25.52083333
1992,5,24.24903226,22.8155914,23.94919355
1992,6,23.55466667,21.30388889,22.50416667
1992,7,22.75096774,21.45053763,21.96209677
1992,8,22.14774194,20.9327957,21.86129032
1992,9,22.21133333,21.235,21.60666667
1992,10,23.67870968,21.99408602,22.12822581
1992,11,23.24266667,21.30277778,20.2475
1992,12,23.8916129,21.6,18.66935484
1993,1,22.39870968,20.03548387,18.50322581
1993,2,24.445,22.8922619,22.4
1993,3,23.74774194,22.31344086,24.07016129
1993,4,24.14866667,23.02444444,25.19833333
1993,5,24.90064516,23.26075269,24.40806452
1993,6,23.92733333,22.20277778,23.24833333
1993,7,22.96129032,21.66666667,22.14354839
1993,8,22.44903226,21.42258064,22.13629032
1993,9,23.22333333,21.47444444,21.93
1993,10,23.78903226,21.83494624,22.57177419
1993,11,23.80533333,22.10833333,23.13333333
1993,12,24.10258065,21.10322581,20.15806452
1994,1,23.32645161,20.83225806,20.28629032
1994,2,24.97142857,22.625,21.78482143
1994,3,24.43096774,22.76182796,24.68548387
1994,4,24.66333333,22.74833333,26.04
1994,5,24.18709677,22.40268817,23.29032258
1994,6,23.74466667,21.94,22.9425
1994,7,23.00645161,21.60537634,22.69193548
1994,8,22.71612903,21.35322581,22.57580645
1994,9,23.118,21.84777778,22.6675
1994,10,23.13806452,21.56935484,22.26854839
1994,11,23.46066667,21.63444444,19.64833333
1994,12,23.1083871,20.26451613,18.53306452
1995,1,23.07741935,20.06505376,18.46370968
1995,2,25.07357143,22.80535714,21.17410714
1995,3,24.21677419,23.19516129,25.68870968
1995,4,24.90866667,23.31833333,25.80416667
1995,5,24.49612903,22.84193548,24.55564516
1995,6,23.89333333,22.11166667,23.65333333
1995,7,23.4916129,21.9827957,22.91935484
1995,8,23.44903226,21.97258065,22.45645161
1995,9,23.07533333,21.77,22.63916667
1995,10,23.23935484,21.77365591,22.66854839
1995,11,23.822,21.93111111,20.58583333
1995,12,23.9083871,21.41344086,20.76451613
1996,1,24.27032258,21.83763441,20.27096774
1996,2,24.83448276,22.62183908,23.99310345
1996,3,24.80193548,23.3155914,26.05322581
1996,4,24.49,23.18277778,25.56
1996,5,24.04,23.10268817,24.75080645
1996,6,23.60333333,22.14,22.95583333
1996,7,23.30193548,21.59139785,22.54112903
1996,8,22.87548387,21.6,22.08225806
1996,9,22.57066667,21.60555556,21.98666667
1996,10,23.43612903,21.51827957,21.95806452
1996,11,23.94933333,21.76777778,18.67583333
1996,12,23.96322581,22.10376344,19.22580645
1997,1,24.19677419,22.15752688,21.03790323
1997,2,24.35357143,22.02440476,21.74285714
1997,3,24.45354839,23.32311828,25.06854839
1997,4,24.316,22.80222222,25.18
1997,5,24.01419355,22.73064516,23.96612903
1997,6,23.55666667,22.13666667,22.68166667
1997,7,22.36129032,21.36827957,22.40564516
1997,8,22.10709677,21.35860215,22.71693548
1997,9,23.49666667,22.09611111,22.78083333
1997,10,23.96322581,22.34569892,22.975
1997,11,24.106,22.43111111,21.49916667
1997,12,24.25032258,22.08763441,19.81048387
1998,1,23.77741935,21.10107527,20.06612903
1998,2,25.83642857,23.34702381,23.92767857
1998,3,26.57612903,24.78763441,25.64919355
1998,4,26.28466667,24.40222222,27.24333333
1998,5,24.83870968,23.57688172,25.50483871
1998,6,24.10333333,22.42944444,23.7625
1998,7,23.26,22.01881721,23.34516129
1998,8,22.3516129,21.26182796,22.69677419
1998,9,23.43333333,21.92055556,22.4875
1998,10,24.10258065,22.13870968,22.89193548
1998,11,24.45266667,22.54111111,21.4
1998,12,24.27548387,22.01451613,20.48145161
1999,1,24.45225806,22.11075269,20.93951613
1999,2,24.19142857,22.04761905,22.10803571
1999,3,24.91612903,22.82741935,25.89677419
1999,4,24.71533333,22.75777778,25.4025
1999,5,24.39483871,22.66451613,24.64435484
1999,6,23.76133333,22.245,23.35333333
1999,7,23.4883871,21.64516129,22.57580645
1999,8,22.45032258,21.22580645,22.5233871
1999,9,22.80933333,21.59944444,21.905
1999,10,23.38516129,21.46021505,22.14354839
1999,11,24.006,22.05166667,21.7175
1999,12,24.3,21.41236559,18.95806452
2000,1,24.18064516,22.24516129,22.23790323
2000,2,23.9062069,21.23103448,20.67413793
2000,3,25.35290323,23.54892473,24.42903226
2000,4,18.29666667,23.26111111,25.9075
2000,5,24.41032258,22.99784946,24.69919355
2000,6,23.998,22.20277778,22.71166667
2000,7,22.89612903,21.35107527,22.5
2000,8,22.8116129,21.23924731,22.15
2000,9,23.30733333,21.755,21.88583333
2000,10,23.65483871,21.88387097,22.41854839
2000,11,24.372,22.32777778,21.43
2000,12,24.20967742,21.18387097,13.80564516
2001,1,24.23354839,21.36021505,19.18467742
2001,2,24.82714286,22.46666667,21.41607143
2001,3,24.9283871,23.26344086,25.53225806
2001,4,24.614,22.98944444,25.77333333
2001,5,24.56645161,23.28064516,24.66209677
2001,6,23.83866667,22.31222222,23.26166667
2001,7,23.44,21.86129032,22.92016129
2001,8,22.49225806,21.48010753,22.53548387
2001,9,23.06533333,21.44888889,22.31333333
2001,10,24.08645161,22.29408602,22.97177419
2001,11,24.558,22.79166667,22.02
2001,12,25.05741935,22.91881721,20.60887097
2002,1,24.05096774,21.71182796,20.55698925
2002,2,25.23785714,23.2297619,22.18095238
2002,3,25.38,23.76774193,26.90752688
2002,4,25.00866667,22.105,26.38222222
2002,5,24.82387097,22.95483871,25.19032258
2002,6,23.62266667,22.095,23.83666667
2002,7,23.56322581,22.20591398,23.24301075
2002,8,22.63806452,21.40537634,22.49462366
2002,9,22.93533333,21.75111111,22.46666667
2002,10,23.66258065,21.9688172,22.75268817
2002,11,24.20133333,22.40333333,21.44111111
2002,12,23.73483871,20.95376344,19.6688172
2003,1,24.54387097,21.83709677,20.41935484
2003,2,25.39357143,23.55833333,24.21428571
2003,3,25.57806452,23.85645161,25.32043011
2003,4,24.73266667,23.05833333,25.55111111
2003,5,24.97032258,23.3827957,25.07903226
2003,6,23.73866667,22.21222222,23.12888889
2003,7,22.96967742,21.69193548,22.9483871
2003,8,22.77806452,21.65860215,22.79462366
2003,9,23.95,22.16833333,22.4925
2003,10,24.29741935,22.44623656,23.37580645
2003,11,24.34266667,22.53444444,21.98166667
2003,12,24.37612903,21.46612903,19.84516129
2004,1,24.77483871,22.07956989,20.98951613
2004,2,25.09448276,22.98218391,23.3112069
2004,3,25.60387097,23.61344086,24.93951613
2004,4,25.35066667,23.51777778,25.4375
2004,5,24.66193548,22.98709677,24.47177419
2004,6,23.74133333,22.11277778,22.71833333
2004,7,22.99419355,21.67096774,22.50645161
2004,8,22.84709677,21.70430108,22.38145161
2004,9,23.69133333,21.74555556,22.04416667
2004,10,23.96193548,22.16612903,22.89758065
2004,11,24.47466667,22.60111111,22.1725
2004,12,24.96258065,22.93709677,21.42903226
2005,1,22.88967742,20.22580645,20.37258065
2005,2,26.01642857,24.0202381,25.51964286
2005,3,25.30193548,23.62956989,26.79919355
2005,4,26.00333333,23.87777778,26.51333333
2005,5,24.74064516,23.10645161,24.94596774
2005,6,24.33133333,22.42888889,23.61833333
2005,7,23.34064516,21.67634409,22.82258065
2005,8,22.40258065,21.21182796,22.61129032
2005,9,23.94,22.12166667,22.67666667
2005,10,24.03935484,22.1344086,18.50403226
2005,11,24.57266667,22.57277778,21.61555556
2005,12,24.66451613,22.00537634,20.74086021
2006,1,24.75483871,22.47526882,21.70215054
2006,2,25.31,23.41309524,23.75
2006,3,25.05354839,22.94032258,26.48172043
2006,4,25.73,23.69833333,26.99333333
2006,5,24.27677419,22.7172043,24.82258065
2006,6,23.88466667,22.30055556,23.91666667
2006,7,23.89483871,22.1672043,23.29032258
2006,8,23.35741935,21.92956989,22.8827957
2006,9,23.71466667,21.90888889,22.35555556
2006,10,24.20258065,22.43010753,23.2483871
2006,11,24.45666667,22.08666667,19.69
2006,12,24.63870968,21.1672043,18.64946237
2007,1,22.93741935,20.59354839,19.19462366
2007,2,25.69142857,23.4202381,23.11190476
2007,3,25.5516129,23.70376344,25.60322581
2007,4,25.38866667,23.29888889,25.59555556
2007,5,24.86516129,23.0827957,24.66774194
2007,6,23.92133333,22.51055556,24.11555556
2007,7,23.61225806,22.06881721,23.39892473
2007,8,23.32322581,21.75806452,22.33763441
2007,9,23.50133333,21.99611111,22.30333333
2007,10,23.45870968,21.93172043,22.9516129
2007,11,24.12,22.42388889,22.71888889
2007,12,24.43419355,21.9016129,20.04193548
2008,1,21.93096774,19.57956989,17.96989247
2008,2,25.15655172,22.78563218,19.36724138
2008,3,25.12258065,23.48258065,25.22419355
2008,4,24.84866667,23.43333333,25.5825
2008,5,24.19354839,22.89096774,24.83709677
2008,6,24.06266667,22.59533333,23.57333333
2008,7,24.00064516,22.02193548,22.77741935
2008,8,23.33612903,21.91483871,22.4233871
2008,9,23.614,22.31933333,22.5225
2008,10,24.29354839,22.58580645,22.67258065
2008,11,24.68266667,22.98866667,20.40916667
2008,12,24.81290323,22.57225806,21.10080645
2009,1,23.90709677,21.5516129,19.29516129
2009,2,25.30928571,23.54714286,24.72142857
2009,3,25.5083871,23.77677419,26.31370968
2009,4,24.858,23.33733333,25.27
2009,5,24.79419355,23.33096774,24.69435484
2009,6,24.01933333,22.62866667,23.32416667
2009,7,23.79096774,21.98258065,22.525
2009,8,23.01419355,22.19032258,22.59354839
2009,9,23.40933333,22.37133333,22.43833333
2009,10,24.28645161,22.61483871,22.73709677
2009,11,24.72666667,22.41533333,21.40166667
2009,12,25.13548387,22.7916129,19.49354839
2010,1,25.44774194,22.73677419,19.57903226
2010,2,26.49761905,23.85428571,24.27678571
2010,3,26.34,24.30258065,26.64032258
2010,4,26.14933333,24.20533333,26.2
2010,5,25.59870968,23.96064516,25.38870968
2010,6,24.88133333,23.182,23.8775
2010,7,23.86645161,22.11032258,23.07016129
2010,8,23.66580645,22.29935484,22.74758065
2010,9,24.17533333,22.34933333,22.51
2010,10,24.37225806,22.72064516,22.84596774
2010,11,24.20666667,22.74133333,21.94916667
2010,12,24.58580645,22.51612903,18.74596774
2011,1,24.17483871,21.30064516,20.10483871
2011,2,24.5125,22.96571429,23.74821429
2011,3,25.52741935,23.50193548,25.86612903
2011,4,25.41583333,23.80533333,25.92416667
2011,5,25.10241935,23.54516129,24.77822581
2011,6,24.5975,22.95266667,23.67083333
2011,7,23.72741935,22.19806452,22.80887097
2011,8,23.19032258,22.12580645,22.41774194
2011,9,23.8775,22.474,22.57833333
