Year,Month,Coastal Avg,Middle Avg,Northern Avg
2011,6,26.98666667,26.803,28.3375
2011,7,25.81169355,25.6122043,27.04677419
2011,8,25.14314516,25.40913978,26.29516129
2011,9,26.11666667,26.147,26.99694444
2011,10,26.54301075,26.68370968,28.29005376
2011,11,27.97958333,27.87311111,29.12388889
2011,12,17.08903226,27.34516129,19.3516129
2012,1,27.57330645,27.4783871,27.44112903
2012,2,27.70758621,28.40528736,30.41422414
2012,3,29.04129032,29.145,32.22540323
2012,4,28.45066667,28.14805556,30.69541667
2012,5,27.59935484,25.60403226,28.89354839
2012,6,26.311,26.36433333,27.93652778
2012,7,25.76505376,25.43870968,26.47150538
2012,8,16.15741935,24.85120968,26.31290323
2012,9,26.31472222,25.93583333,26.42416667
2012,10,27.32446237,25.97741935,28.44032258
2012,11,28.58611111,26.745,NA
2012,12,28.2058871,27.31075269,28.42607527
2013,1,28.24112903,28.04467742,27.87392473
2013,2,29.00508929,29.30357143,30.26770833
2013,3,29.21274194,28.54634409,29.99892473
2013,4,28.72816667,28.41344444,22.02472222
2013,5,27.93459677,27.24741935,29.25564516
2013,6,26.79902778,25.78958333,28.32986111
2013,7,25.5858871,24.95016129,26.91129032
2013,8,24.99967742,24.72795699,25.96693548
2013,9,26.016,25.86861111,26.62875
2013,10,27.15096774,22.94650538,27.91801075
2013,11,28.04308333,14.615,29.11333333
2013,12,27.72137097,26.82741935,27.9266129
2014,1,28.13185484,27.82483871,28.79139785
2014,2,27.88883929,25.73973214,30.76815476
2014,3,28.43983871,28.9061828,31.59758065
2014,4,28.578,28.56222222,19.88833333
2014,5,28.05658602,27.83516129,29.95860215
2014,6,26.91091667,26.84222222,28.61666667
2014,7,25.85564516,25.57365591,27.72043011
2014,8,25.15532258,25.33709677,26.7983871
2014,9,25.96008333,25.7715,26.20833333
2014,10,26.91182796,23.72123656,28.54569892
2014,11,27.75491667,27.36691667,29.48777778
2014,12,28.17758065,27.62188172,28.08602151
2015,1,27.39475806,27.46553763,27.47795699
2015,2,28.54940476,28.7775,31.15654762
2015,3,28.71629032,29.27634409,31.89408602
2015,4,29.07933333,28.86372222,32.465
2015,5,28.47830645,28.43274194,31.58333333
2015,6,26.65975,26.85916667,29.28277778
2015,7,26.1,26.23795699,27.65913979
2015,8,25.74408602,25.72991935,26.63709677
2015,9,26.15508333,26.80675,27.18277778
2015,10,27.31693548,27.48295699,28.64032258
2015,11,28.01558333,27.91175,29.21791667
2015,12,28.06120968,27.39387097,17.12473118
2016,1,28.32572581,28.5388172,27.98010753
2016,2,27.12298851,30.30695402,30.48333333
2016,3,29.03016129,29.80903226,32.24448925
2016,4,29.22716667,29.21138889,32.36666667
2016,5,28.33314516,28.35,30.91048387
2016,6,26.84483333,26.78975,28.92583333
2016,7,25.98774194,26.24072581,26.69677419
2016,8,25.49887097,25.77451613,27.04892473
2016,9,26.50616667,26.43183333,27.06555556
2016,10,27.52645161,27.30612903,28.64462366
2016,11,28.747,28.79591667,29.92555556
2016,12,28.55129032,27.96903226,29.11505376
